target_user_id,gstat_user_len_mean,gstat_user_sr_max_share,gstat_question_ratio,gstat_caps_ratio,gstat_readability_fk,gstat_link_ratio,gstat_negation_ratio,gstat_subjectivity_ratio,gstat_emoticon_ratio,gstat_contraction_ratio,gstat_avg_word_len,gstat_long_word_ratio,gstat_stopword_ratio,gstat_rep_bigram_ratio,gstat_hour_entropy,gstat_nocturnal_ratio,gstat_circadian_mean,gstat_reply_delay_std
2132,-0.00818672,2.59033,-1.40241,-0.222295,-0.814585,-0.0505494,-0.145854,0.260458,-0.0377336,1.02888,-1.9162,-1.89951,-0.206148,0.391195,-0.455235,0.262705,0.928251,0.426354
2133,-0.794681,-1.03571,-0.29733,-0.5716,-1.19717,0.302194,0.04077,0.160888,0.303847,0.0327184,0.146609,0.0444311,0.0971415,-0.697167,0.837062,-0.601018,-0.419963,1.14417
2134,1.90803,0.0685561,-0.851452,-0.889352,1.28727,0.373564,0.277203,-0.94839,-0.394841,0.241573,0.270314,0.227773,0.888369,1.9268,-0.452333,0.286055,-1.62679,-0.525109
2135,2.794,0.181234,-0.408136,-0.401923,2.60582,2.94284,-1.51675,-0.991928,-0.418993,-1.37313,3.48618,3.7071,0.512562,2.24573,0.504736,0.388404,0.929148,-0.235697
2136,0.190171,1.80383,-0.962281,-0.755173,-0.0741437,0.873153,-1.10798,-0.427824,0.27797,-0.161042,-0.553808,-0.582831,0.800965,-0.179695,-0.976715,0.729584,0.897137,-0.661056
2137,0.00058799,0.665599,0.602032,-0.729155,0.97924,-0.695936,1.5014,0.473607,-0.265454,0.478633,0.0721787,0.227162,1.44504,0.00536086,0.493492,0.468399,0.808511,0.389612
2138,-0.510328,-0.851541,-0.84561,-0.281242,-0.738361,-0.0505494,-0.518263,0.754144,-0.05326,-0.222737,-0.882355,-1.11044,-0.378735,-0.32102,0.732724,0.399832,1.06056,3.04435
2139,-0.973283,2.88556,-0.29733,-0.917867,-0.797733,-0.268751,0.459414,-0.690946,-0.312033,-0.15076,0.443185,0.44414,-1.53038,-1.19569,-1.93861,-1.76103,-0.141204,-1.17249
2140,-0.715802,1.44326,0.478473,-0.495175,-0.516146,0.230824,0.290233,-0.171895,0.0709511,1.16349,0.14495,0.133315,0.473503,-0.956438,0.415783,0.49076,1.13456,-0.861036
2141,-0.78792,2.41231,-1.07311,0.528787,-0.671211,1.58684,-0.424951,0.6046,-0.0791373,-0.226699,0.21217,0.591248,-1.02437,-0.170414,1.68988,0.217817,-1.50054,-0.926897
2142,1.95113,0.744637,-1.07311,-0.551589,0.358898,-0.839695,1.04724,-0.809825,-0.272355,0.470897,-0.713264,-0.482074,0.901489,1.14371,-1.32307,-1.79515,-0.0585859,-0.683354
2143,-0.865953,2.70528,-0.740623,1.90701,-0.745097,1.15862,1.03757,-0.658387,0.609199,-0.382726,0.210282,-0.0160461,-1.55505,0.192945,-0.459765,-0.771605,0.68206,-1.00989
2144,1.70717,0.361521,-1.07311,-0.610067,0.0565471,0.302194,0.00188996,0.237743,-0.394841,-0.282638,0.490501,0.286417,0.884735,1.28762,0.761359,-0.873961,-0.580887,-0.35453
2145,-0.0373416,-0.443953,-0.4002,-0.0442943,-0.250457,-0.624221,0.772347,-0.482342,-0.368963,1.20764,0.483337,0.521302,0.0956271,-0.245311,0.20094,1.70252,-1.59455,-0.064152
2146,0.197495,-0.31456,-1.07311,-0.724922,0.0284828,-0.197381,1.31415,-1.03622,-0.418993,1.86769,-0.193745,0.0983036,0.388874,0.980316,-0.429618,0.14958,0.746102,-0.45765
2147,-0.107539,-0.194868,0.824737,0.2444,-0.738361,-0.265678,0.832243,1.62907,-0.418993,-0.371878,-1.20278,-1.1613,0.285424,0.563427,0.182246,-0.0458256,-0.983601,0.630385
2148,-0.410431,0.429131,-1.07311,-0.110949,-0.988161,-0.696955,-0.121896,1.83881,-0.146418,0.864174,-1.12468,-1.09975,-0.45317,-0.367926,-0.555986,0.354285,0.959054,0.486861
2149,-1.14259,-0.382165,1.58674,1.96202,-1.71758,-0.696955,2.91328,1.21981,0.310748,2.11805,-1.34285,-1.26977,-2.4458,-0.885674,0.455654,-0.805724,0.357508,-1.06417
2150,-0.346765,-0.53992,-0.740623,-0.349923,-0.660415,-0.625585,0.611152,0.63943,-0.155044,-0.16274,-1.64895,-1.39343,-0.584881,0.526302,-0.912465,1.71901,-1.47608,-0.6621
2151,-0.450997,-0.382165,0.367644,1.71671,0.0952596,-0.0546409,-0.866713,0.468685,-0.215425,-1.11419,0.334574,0.524318,0.0680747,-0.301701,0.578826,-0.566899,0.635065,-0.583634
2152,1.0029,-0.472311,0.0351567,-0.608076,0.771894,0.230824,-0.808918,-0.301374,-0.137793,0.372885,0.164881,0.32937,0.262159,0.437086,1.41734,0.183699,-1.27279,3.70959
2153,0.499768,0.586882,-0.408136,0.268029,-0.378953,0.944523,1.0485,-0.722748,-0.00495569,1.00558,1.07671,0.941398,0.121263,0.343662,1.67471,0.0131048,-1.5074,-0.208697
2154,-0.931027,-0.0891996,0.921765,0.49166,-1.03126,-0.554215,0.513216,0.949877,0.771364,0.275816,-1.01894,-0.632084,-1.09457,-1.0637,-0.451477,0.900178,-1.69007,0.187614
2155,-0.821443,-0.630062,-0.0756723,0.751586,-0.641873,-0.411491,1.81475,0.217299,-0.0360085,1.14076,-0.449203,-0.392007,-0.738949,-0.634393,0.892228,-0.635137,0.191258,-0.642221
2156,-0.874122,2.99824,0.256815,-0.784882,-1.3663,0.016729,-2.09743,-0.885922,-0.418993,-2.39958,-2.32364,-2.46924,0.232334,-0.733702,-0.561659,1.99196,-1.42813,-1.20638
2157,-0.257463,0.0685561,0.145986,0.970984,0.0532804,0.444934,-0.154892,0.426282,-0.360337,-0.765814,-0.0931944,-0.0920249,-0.0921996,-0.253891,1.53103,-0.839842,0.0571096,0.425541
2158,-0.198868,0.541814,0.145986,0.154115,-0.786329,-0.839695,0.0414007,1.3792,0.217589,0.768331,-0.84212,-0.952072,-0.61188,0.371802,-1.23533,1.92372,-1.70644,0.788066
2159,-0.454377,-0.0666629,-0.408136,-0.177677,0.947139,-0.126011,-0.0664129,-0.259729,0.576421,-0.0922735,0.769388,0.761646,0.102238,-0.860099,0.0228254,0.217817,-1.66942,-0.733708
2160,-0.601711,-0.697671,0.589301,0.0335423,-0.416353,-0.48286,1.92992,-0.270708,-0.418993,1.03935,0.360017,0.524815,0.042488,-0.724698,-0.884779,2.36725,-1.63171,-0.910142
2161,-0.50931,-0.607525,0.70013,-0.220087,-0.52874,-0.0546409,-0.300534,-0.123056,-0.418993,-0.014071,0.00847472,0.104871,-0.326202,-0.79345,-1.12285,-0.703375,0.149578,-0.860892
2162,-0.715802,-0.382165,0.921765,0.238103,-0.395988,-0.768325,-0.0828057,-0.868128,-0.418993,0.229309,1.07336,0.711172,-0.334225,-1.24665,-0.0743172,-0.430425,-1.11356,-0.885266
2163,0.0789944,-0.715679,-0.622905,0.165116,0.273231,-0.767651,0.896133,-0.597055,-0.418993,0.49533,-0.291892,-0.491619,-0.358448,-0.123878,0.0567267,-0.971417,0.475217,-0.388821
2164,-1.11239,-0.443953,1.71558,-0.00409145,-0.800066,-0.480807,2.18212,-0.650058,0.626451,1.21575,0.616409,0.687691,-1.8867,-1.45463,-0.873393,-0.560043,0.725363,-0.78784
2165,0.228483,2.47991,-1.4056,-0.564942,0.140483,-0.411491,0.0588441,-0.45319,-0.236126,2.0107,-0.438892,0.0173996,0.904617,0.550215,-0.664365,-1.99986,0.391214,-0.912786
2166,-0.408459,-0.0441264,-0.408136,0.0386446,0.0312254,0.0880989,-0.495776,0.0965277,-0.351712,0.294965,-0.487623,-0.787744,0.48077,0.0535764,1.46315,0.0472235,0.83475,0.768032
2167,-0.61053,1.3902,-0.956974,0.34203,-0.202978,-0.767651,1.12899,-0.369899,-0.267179,0.924453,0.357955,0.345062,-0.720378,-0.516115,-2.26915,-1.7256,0.545096,2.49606
2168,-0.102524,-0.134268,-1.07311,0.382269,-1.14169,-0.554215,0.649612,0.466035,1.07672,1.31386,-1.29486,-1.01075,-0.437223,0.617473,0.229829,0.320174,0.96995,0.0686819
2169,-0.60819,-0.652598,-0.518965,-0.302918,-0.800066,-0.696955,-0.994492,-0.0897403,-0.418993,-2.15431,-0.717131,-0.91771,0.133274,-0.484082,-1.48,-0.498662,0.235055,-0.723062
2170,0.191861,2.63767,-0.0756723,1.016,-0.485735,-0.197381,0.252404,-0.257457,-0.325834,0.332133,-1.11913,-1.19604,-0.123387,0.790075,0.0553168,0.456641,0.886435,-0.729351
2171,-0.0135042,0.609418,0.256815,-0.944645,-0.0938625,-0.197381,-0.83771,-0.0174289,-0.418993,-1.05617,-0.634956,-0.523079,0.212553,0.158329,-1.86473,1.65078,-1.53097,-0.245121
2172,0.143531,-0.557171,0.156598,0.284168,0.5589,-0.122249,0.0529597,-0.912802,-0.418993,-0.314146,-0.372472,-0.270823,1.0549,0.418504,-0.748894,-0.594326,0.786704,0.841434
2173,0.0955168,-0.472311,1.14342,-0.539214,0.293084,0.516303,-0.481485,-0.673153,-0.325834,0.336661,0.58372,0.329179,-0.00757238,-0.240218,0.540497,0.183699,0.651115,-0.771339
2174,-0.611289,1.01507,-0.186501,-0.269554,-0.528233,-0.340121,-0.375562,0.349428,-0.418993,0.329869,0.0297287,0.208797,-0.121318,-0.730787,0.889908,-1.3175,0.257635,0.140805
2175,0.80035,0.248844,0.70013,0.600653,0.877853,-0.839695,0.416331,-0.0132644,-0.418993,-0.014637,-1.47034,-1.53077,0.0150365,1.02894,-1.35904,0.320174,0.982247,-0.127846
2176,-0.712147,-0.0137197,0.602032,-0.611803,-0.562579,-0.624221,0.981249,0.355107,-0.16712,1.09982,0.145604,0.0146124,-0.356783,-0.956881,0.794476,-0.731453,-0.22471,0.55334
2177,0.249329,-0.945568,0.0351567,-0.15611,-0.275072,-0.0546409,0.439029,0.123029,0.474637,0.42807,-0.720752,-0.612726,0.279519,0.20243,-0.0800227,-0.0892442,0.556488,2.14352
2178,-0.632417,0.654491,-0.962281,-0.287068,-0.566491,0.159469,-0.167712,1.51663,-0.262004,1.55234,-0.243628,0.0629486,0.253429,0.0011353,-1.41048,-1.41985,0.706017,-0.239313
2179,2.2903,3.02078,0.0351567,-0.663875,2.41613,-0.839695,1.05481,-0.574718,-0.418993,-0.091896,0.644406,0.694259,0.518921,1.59523,1.83299,-0.498662,-0.256944,-0.533556
2180,-0.157457,-0.675135,-0.518965,-0.332228,0.610493,-0.696955,1.75591,0.115079,-0.418993,-0.101518,1.43282,1.79297,-1.1633,-0.50091,0.721072,-1.35162,-0.142578,0.72044
2181,-0.638835,-0.760965,0.713373,-0.262751,-0.814652,-0.83935,-1.08801,-0.157887,-0.258553,-2.46778,-0.733958,-0.846504,-0.358752,-0.457344,-0.158733,1.46256,1.06113,-0.863316
2182,-0.424562,-1.14591,1.60424,-0.252365,-0.814585,-0.409093,-0.302426,0.121136,-0.351712,0.206009,-0.596509,-0.81344,0.132063,-0.457843,0.74159,-0.525759,0.628433,-0.689099
2183,-0.57354,-0.900495,1.58674,0.143874,0.014738,0.302194,1.63759,-0.760229,-0.196448,0.954828,0.0106805,-0.195531,-0.391806,-0.382318,-0.265335,0.695465,-1.56067,-0.830262
2184,-0.7451,-0.382165,-0.851452,-0.0719769,-1.09643,0.016729,0.417592,2.16251,-0.243027,1.01331,-0.393283,-0.160024,-1.63095,-0.707186,-0.606025,-0.328075,-1.47827,-0.598402
2185,0.527657,1.62354,1.8084,-0.82295,1.69458,-0.126011,1.336,-0.8704,-0.381039,-0.100103,0.967163,1.14658,0.60042,2.02823,-1.09685,-1.76103,-0.0208723,-0.581028
2186,-0.940887,-0.24695,-0.629794,0.426887,-1.37356,-0.696955,-2.37337,0.322926,-0.418993,-2.67314,-1.36573,-1.88867,-1.72941,-0.933834,-2.43785,-1.86338,0.518399,2.11849
2187,0.08336,2.33776,-1.1754,-0.824036,3.96393,-0.911065,0.537385,-0.199532,0.441859,-0.420554,0.872808,1.09026,1.07917,0.188609,-1.15823,0.893615,1.04476,0.198801
2188,-0.113767,1.29963,-0.4002,-0.175397,-0.0922712,-0.767651,-0.0372003,-0.503164,-0.418993,0.152145,1.01151,1.23004,-0.21614,-0.119726,0.115992,-0.800013,-0.372602,1.27281
2189,0.187635,2.0968,0.145986,-1.06808,1.34328,-0.768325,0.743345,-0.657252,-0.418993,-0.370274,1.08911,1.29877,0.648513,0.574129,-0.882635,-0.225719,0.795237,-0.812799
2190,-0.862854,-0.697671,-0.186501,-0.181766,-1.18377,-0.411491,1.41019,0.0499606,0.0847524,0.920491,-0.986101,-1.54703,-1.07847,-0.813913,-0.871533,0.866059,-1.69169,-0.96117
2191,-0.101878,-1.10063,-0.06613,-0.91233,-0.686414,-0.83935,-0.542852,-0.633022,-0.363788,-0.396782,-1.13517,-1.17749,0.392206,0.0673785,0.262881,-0.594326,0.648304,-0.0596968
2192,0.155239,-0.877959,0.478473,-0.522785,0.212261,-0.696955,0.561764,-0.366871,0.136507,0.526649,-0.0659067,0.121288,0.524976,0.0731356,0.99518,-0.396306,0.586726,-0.197542
2193,1.58125,-0.02159,-1.29477,-0.817848,2.61066,-0.0546409,1.34903,-0.893872,0.510865,-0.74657,2.4001,2.28408,1.39013,2.0593,1.63028,-0.328075,0.216304,2.2333
2194,0.0386119,-0.675135,-0.186501,-0.16664,1.06616,0.0880989,-0.29549,0.230928,0.00712038,-0.586109,1.53102,1.37478,0.437068,-0.195214,0.258348,-0.225719,0.575745,0.686074
2195,-0.648756,-0.201877,-1.18394,0.925027,-0.511683,-0.554215,0.552937,0.530774,0.222765,-0.0648223,-0.163702,-0.28094,-1.61738,-0.551137,-0.958668,0.422523,0.853488,-0.716797
2196,-1.03244,0.609418,0.145986,0.931287,-1.37356,-0.48286,0.543059,0.669339,-0.418993,0.545232,-1.29024,-1.48747,-1.20332,-0.861834,-1.15996,1.27548,-1.69291,-0.934162
2197,0.457723,0.0995024,0.936102,-0.283015,1.65362,1.24024,1.62498,-0.840112,-0.418993,-1.41813,0.313882,0.449026,0.911936,0.760976,-1.9736,-0.76573,0.730506,-0.425386
2198,0.871551,-0.511885,-0.177471,-0.927963,-0.169315,-0.552522,-0.538859,0.232821,0.295221,0.941999,0.0921832,0.0218287,0.0415812,0.585662,-0.756089,-0.560043,-1.46257,-0.408276
2199,-1.01498,-0.179341,1.47591,-0.223235,-0.23383,0.659043,-0.822789,-0.082547,-0.418993,-0.0666147,0.125159,0.170349,-0.863141,-1.35742,0.876067,0.354285,-1.10074,-0.766108
2200,1.04308,2.45446,-0.4002,0.126107,1.83902,-0.409093,-0.22992,0.01248,-0.177471,-0.791662,1.98471,2.04847,1.31363,0.464376,1.09438,0.708362,1.05052,-0.678788
2201,-1.18118,-0.111736,0.589301,-0.0742566,-1.66152,-0.696955,-0.247784,0.519795,7.05438,0.829647,-0.603251,-0.566109,-2.99091,-1.46264,-0.668972,-0.0210139,-1.06108,-0.0915007
2202,1.14094,-0.562457,-0.962281,-0.964402,0.279725,-0.911065,0.192718,0.0397386,-0.386215,-0.397914,-0.981705,-1.19772,-0.164314,1.12094,1.48874,-0.464543,0.538046,-0.657879
2203,-0.292959,0.361521,-0.629794,-0.660293,0.332406,-0.696955,0.532131,0.121136,0.923177,0.215159,-0.240036,-0.122875,0.245253,0.410367,-1.06583,0.354285,-1.62359,-0.339401
2204,-0.564807,2.47991,-0.740623,0.293685,-0.364192,-0.411491,0.982089,-0.23247,-0.192998,1.07529,-0.205507,0.10636,0.0525314,-0.231398,0.534138,0.14958,0.889229,-1.12032
2205,-1.03301,2.32216,-1.5164,0.512286,-1.63637,5.36937,0.314402,1.01727,-0.418993,0.370621,-1.24918,-1.03439,-2.98803,-0.0507889,0.123373,1.27548,1.13034,-0.87869
2206,-0.966331,-0.172228,0.490668,-0.042883,-1.3663,0.0211653,-0.229079,0.490643,-0.306858,-0.553281,-0.727179,-0.772702,-0.885748,-1.13622,0.431044,0.571242,-1.11788,-0.814241
2207,-0.795807,-0.742744,0.478473,0.204269,-0.800066,-0.197381,-0.995333,-0.0605886,0.933528,0.212518,0.179054,0.309861,-0.435154,-0.826369,0.830836,0.217817,0.720283,2.06541
2208,-0.246237,-0.557171,0.0452342,-0.915804,0.750941,0.164579,0.628175,-0.42366,-0.418993,0.956149,0.125037,0.0611923,-0.480067,-0.141684,1.043,0.0913014,0.843511,-0.00297912
2209,0.166226,-0.382165,-0.740623,-0.633732,0.943435,-0.554215,0.031523,-0.527773,-0.418993,0.597682,0.613794,0.517255,0.979507,0.0558459,0.344897,1.20724,1.04335,-0.204719
2210,-0.764795,1.82044,-0.06613,0.0478721,-0.800066,-0.695936,0.364001,-0.617499,-0.418993,0.344491,0.58449,0.517407,-0.995357,-1.12642,-0.980808,1.49683,-1.32545,-1.03605
2211,-0.0836495,-0.83289,0.589301,0.637636,0.0502924,-0.268751,0.42789,-0.397915,-0.367238,0.243365,0.272767,0.370795,0.52871,-0.124487,0.329132,0.251936,0.976816,0.22374
2212,-0.942859,-0.0891996,-0.629794,-0.87343,-0.588765,1.4441,1.27169,0.0533681,-0.418993,1.6246,0.721964,0.874126,-0.255199,-0.959372,-1.34984,-1.62456,0.533326,-1.08085
2213,-0.377471,0.136161,0.70013,0.611039,-0.738361,-0.554215,-0.484217,-1.00821,-0.355162,0.158182,0.36877,0.373316,0.284413,-0.340727,-0.87426,-0.771605,0.533791,-0.434872
2214,-1.19668,-0.24695,-0.29733,-0.283124,-1.76396,-0.911065,2.36727,1.83768,-0.260279,1.71261,-1.10052,-1.1852,-1.16497,-1.25636,-0.968504,1.41194,-1.12932,-1.01335
2215,-0.0154762,-0.111736,1.14342,0.3945,-0.208651,-0.197381,-1.26224,-0.315382,-0.367238,0.206386,-0.345973,-0.0912227,0.902852,0.369366,-2.25838,-1.5222,0.753862,1.85763
2216,0.289332,1.10521,-0.0756723,-0.684393,-1.1055,-0.625585,0.740612,-0.274494,0.214139,-1.64793,-1.37164,-1.57869,-0.329129,0.637383,-0.596397,1.34371,-1.5616,-0.476519
2217,-0.298311,0.0234832,-0.518965,-0.0250433,0.0420283,-0.554215,0.495563,-0.44789,-0.296507,1.11529,-0.139741,-0.260094,0.355821,-0.581269,-0.181115,0.866059,1.15145,-0.840124
2218,-0.419445,-0.359633,-0.962281,0.652798,-0.70088,-0.411491,0.945101,0.506544,-0.349987,1.0735,-0.92325,-0.81722,-0.411133,-0.470335,0.136031,-0.191601,-1.35795,-0.775961
2219,0.786265,2.52498,-0.629794,-0.507659,0.73727,-0.197381,0.64667,-0.470984,-0.418993,-0.605542,1.49873,1.55079,0.429347,-0.0884128,-0.89263,0.797821,-1.20167,-1.08046
2220,0.0405838,0.203771,-0.0756723,-1.00167,0.755314,-0.554215,0.773608,-0.467198,-0.368963,1.10038,-0.373838,-0.337982,-0.0315423,0.490283,1.04108,-0.157482,-0.201712,0.692455
2221,-0.823645,0.403779,0.50298,0.496944,-1.12013,-0.766961,1.18637,0.714013,0.0675008,1.57309,-0.692049,-0.726885,-0.849314,-0.696152,0.546345,0.755829,0.984574,3.32808
2222,0.91684,1.2317,-0.51154,-0.951809,0.184798,-0.767651,0.470133,-0.875322,-0.418993,1.02048,0.573501,0.612859,0.937924,0.606089,-0.402393,-1.24567,0.416007,-1.00552
2223,-0.494194,-0.964764,0.602032,0.472445,-0.643584,-0.337378,1.18006,1.04831,-0.418993,1.27518,-0.514163,-0.307399,0.515187,-0.107917,-0.280595,0.468399,0.949788,2.76272
2224,-0.101029,0.461805,2.38374,-0.33335,0.139627,0.523138,0.0695626,0.383501,-0.253378,1.13048,-1.07572,-0.820274,0.0375942,0.668364,1.31598,-0.38864,0.693454,0.282449
2225,-0.809893,0.0234832,-1.18394,4.69636,-1.38808,-0.0546409,-0.761421,1.06005,-0.418993,-1.74113,-1.02331,-2.28349,-1.05087,-0.78046,-3.41125,-1.99986,0.279557,-0.712479
2226,-0.851304,-0.53992,-0.518965,0.621171,-0.814585,-0.696955,-0.477912,1.51398,-0.229226,0.394299,-0.142311,-0.0457505,-1.40301,-1.15853,0.936834,0.593116,1.07765,-0.851336
2227,-0.203094,0.316453,0.70013,-0.631995,-0.913787,-0.411491,-0.842334,2.1451,0.124431,-1.65811,-1.59393,-1.85427,-0.0970949,0.577654,0.113054,0.797821,1.09469,0.332036
2228,-0.65439,2.20948,-0.186501,0.64035,-1.19634,-0.197381,0.663062,-0.592891,-0.418993,-0.0506722,0.463776,-0.392541,-0.5054,1.88958,-1.07672,-0.157482,-0.395624,-0.769053
2229,-0.99582,-0.923032,0.256815,-0.584808,-0.616921,-0.911065,2.26681,-0.782566,-0.196448,0.658527,0.933551,0.741754,-1.86067,-1.4018,0.217911,0.456641,-0.909298,-0.873601
2230,-0.696364,-0.652598,-0.29733,2.15728,-0.707508,-0.411491,0.449747,0.599678,-0.17057,1.48036,-0.296325,-0.0967208,-0.801826,-0.739551,0.0323334,0.183699,-1.10512,-0.484717
2231,-0.646221,-0.134268,-0.629794,1.14153,0.0167131,-0.411491,0.189986,-0.0549097,-0.418993,0.212707,1.27999,1.24505,-0.147862,-0.793081,1.40766,0.0813422,-1.13587,0.264254
2232,-0.0260192,0.73353,-0.06613,-0.366786,0.320306,0.953395,1.37236,-0.162052,0.911101,0.330152,1.19717,1.3778,0.0174578,-0.452123,0.109955,-0.731453,-0.20447,-0.484797
2233,-0.912153,-0.584993,-0.408136,-1.09315,-0.588765,0.302194,-0.558824,-0.245342,-0.313758,-0.73025,-0.540931,-0.858607,-0.236729,-0.804816,0.651943,-0.737493,0.482177,-0.835962
2234,-0.370854,2.51978,-1.2873,-0.242848,0.0136503,-0.118457,1.82463,-0.171138,-0.355162,0.597682,0.0026579,-0.0587317,-0.319995,0.376562,-1.0438,-1.13871,0.356172,-0.628251
2235,-0.953564,-0.945568,0.70013,1.80935,-0.416763,-0.268751,-0.602328,-0.57434,-0.418993,-0.762513,-0.295583,-0.687063,-0.739504,-1.1674,-0.869632,1.41194,1.13635,-0.475919
2236,0.502163,1.11848,-0.4002,-0.551843,0.144601,-0.480807,1.01277,-0.351727,0.214139,-1.68123,-0.496394,0.0115965,0.127975,0.902282,0.422996,0.0570178,-0.741839,0.884279
2237,0.895849,2.43484,-0.851452,2.96713,0.538413,4.01335,-0.685343,-0.913559,-0.418993,-2.41967,1.21757,1.26093,0.90815,1.64576,1.11531,0.320174,0.99633,-1.0407
2238,-0.732244,-0.579816,0.379304,0.0504775,-0.765088,-0.0505494,0.434405,-1.05742,0.850721,0.18601,0.113895,-0.0402142,-0.204886,-1.25946,-0.815679,-1.0057,0.422918,-0.418627
2239,1.7043,-0.353376,2.27238,-0.458555,1.60644,1.09681,-0.461309,-0.753793,-0.367238,-1.0125,0.71209,0.533405,0.82549,1.47552,-0.177703,-1.7256,0.345481,-0.859605
2240,0.0373852,-0.172228,0.267939,-0.932378,0.344505,-0.83935,1.91605,-0.166216,-0.418993,1.11963,1.01095,1.39578,0.513068,-0.190619,0.220479,-0.69717,-0.14401,-0.627908
2241,0.178902,-0.382165,1.8084,-0.574206,-0.148436,0.302194,0.989235,-0.807932,-0.418993,0.992939,1.07221,0.847742,-0.61521,0.0699804,0.153711,-1.18102,0.354987,-0.933256
2242,0.620621,-0.269487,-0.851452,-0.775836,-0.0871294,-0.696955,0.677353,-0.48007,-0.0291078,-0.0869907,-1.19092,-1.02301,-0.500707,0.976792,0.0262373,0.661354,0.791091,0.292278
2243,-0.947366,0.609418,1.25425,-0.627291,-1.23304,-0.411491,-0.557353,0.600435,-0.203348,1.00303,-0.0546244,0.120754,-0.764837,-0.866152,-0.452078,1.00253,-1.37219,0.168392
2244,-1.03836,0.203771,0.145986,-0.146267,-0.820634,-0.340121,1.76936,0.395995,-0.418993,1.49659,0.412328,0.357089,-1.22265,-1.77735,-2.70642,-1.8975,0.413907,3.30892
2245,-0.174078,1.19536,-0.962281,-0.931002,0.923707,-0.625585,-0.387542,0.0033937,-0.301682,-1.13022,-1.16578,-1.12247,-0.221338,0.433321,0.227139,1.37783,1.10904,-0.788352
2246,1.66411,-0.942118,0.0452342,-0.773049,1.08739,1.02511,0.957711,-0.90523,0.39528,0.460238,1.50071,1.5868,0.741568,1.01266,1.26243,0.605518,-1.3077,-0.12371
2247,0.811055,2.70528,-0.518965,-0.501291,0.105998,0.159469,0.122103,-0.136307,0.215864,-1.1523,-0.584771,-0.693096,-0.328574,0.350379,0.125693,-1.11279,0.226397,-1.01067
2248,-0.313805,0.33899,-0.29733,0.200795,0.0309025,-0.126011,0.0535899,-0.739028,-0.296507,0.281853,-0.0112518,0.188561,0.687219,-0.323105,1.21812,-0.601018,-1.20048,-0.509991
2249,-0.864262,2.93064,-0.186501,-0.307839,-0.172125,-0.268751,0.197552,0.291503,-0.320659,-1.87027,0.230782,0.250223,-0.432127,-1.05551,-0.809478,0.217817,0.820601,-1.15287
2250,-0.434752,-0.285445,-0.177471,1.67466,-0.380183,-0.767651,-0.0510709,-0.027651,-0.0877631,-0.629785,0.582773,0.556046,0.440248,-0.902964,0.752631,-0.285796,0.632737,0.124917
2251,-0.777496,2.43484,-0.962281,1.71461,-1.45326,-0.268751,-0.921355,1.09639,0.424608,-1.26644,-2.60174,-2.53453,-1.47149,0.00253786,-0.0101174,1.00253,1.08299,-0.78038
2252,-0.457476,1.93905,-0.29733,-0.321409,-0.144984,-0.768325,1.16787,0.232064,-0.21715,1.03077,0.171373,0.0576798,-0.947971,-0.604482,1.44127,0.0813422,-1.41583,1.79937
2253,-0.693547,1.93905,1.91923,-0.323182,-1.02633,-0.911065,0.911895,-0.281309,-0.332735,0.785594,-0.708119,-0.931608,0.561866,-0.660613,-0.24605,0.0131048,0.640019,-0.991324
2254,-0.301692,0.384058,-0.0756723,-0.0575385,0.100662,-0.411491,-1.13068,-0.377093,0.762738,0.435994,-0.845227,-0.602226,-0.555259,0.229277,-0.60372,-0.976317,0.561251,0.331259
2255,-0.877221,-1.10332,0.145986,3.05723,-0.738361,2.44326,-0.726534,0.593242,-0.222325,-0.265092,0.910012,0.621678,-0.0402727,-0.417082,-0.573927,-0.0892442,0.218689,3.79318
2256,-0.63129,1.73623,-0.186501,-0.607461,-0.92253,1.51547,-1.39338,0.559926,-0.272355,1.29499,-0.0925987,0.159965,-0.242987,-0.808341,0.985863,0.627235,-1.36896,3.27358
2257,-0.526776,1.78129,-0.29733,-0.011003,-0.684862,4.44157,1.31352,0.305511,1.49248,1.36791,-0.589534,-0.37074,-0.266603,-0.209736,-1.43551,-1.28338,0.137878,1.77968
2258,-0.291526,-0.896832,1.15881,2.06971,0.2707,2.02904,0.312721,-0.32674,0.0899278,0.230158,1.80524,1.61249,0.289259,0.30685,0.565163,-1.7256,0.157037,-0.0724081
2259,-0.749044,2.38977,-0.0756723,-0.882477,-1.3663,-0.48286,0.89277,1.00099,-0.0739619,1.13557,-0.97924,-0.940542,-1.60052,-0.401047,-0.490305,0.251936,-1.40053,-0.929199
2260,-0.600584,-0.562457,0.589301,-0.439086,0.755314,-0.48286,-0.768987,-0.466062,-0.418993,-0.478852,0.575025,0.172029,-0.12046,-0.759351,-1.0149,1.20724,0.993936,-0.635719
2261,1.2908,-0.83289,-0.851452,-0.455008,0.80738,-0.696955,0.77634,-0.421009,0.267619,1.53149,0.713884,1.13451,1.0926,1.22272,-0.984431,-0.942199,0.499056,-0.728869
2262,-0.141118,-0.201877,-1.18394,0.0750841,-0.262501,0.944523,1.47303,-0.10602,0.405631,-1.32832,-1.30727,-1.35858,-0.333469,0.672387,-1.31172,-1.6928,0.333651,-0.0745525
2263,-0.076325,-0.630062,-0.518965,0.641073,0.122306,-0.340121,0.0977242,0.414168,-0.206799,-0.158495,-0.116804,-0.283422,0.322514,0.648325,-0.0601663,1.8896,-1.62369,3.50898
