target_user_id,gstat_user_len_mean,gstat_user_sr_max_share,gstat_question_ratio,gstat_caps_ratio,gstat_readability_fk,gstat_link_ratio,gstat_negation_ratio,gstat_subjectivity_ratio,gstat_emoticon_ratio,gstat_contraction_ratio,gstat_avg_word_len,gstat_long_word_ratio,gstat_stopword_ratio,gstat_rep_bigram_ratio,gstat_hour_entropy,gstat_nocturnal_ratio,gstat_circadian_mean,gstat_reply_delay_std
7024,-0.816935,-0.404701,-0.629794,-0.506357,-0.831205,-0.911065,0.520362,-0.1329,-0.418993,-1.19975,-1.52448,-1.36331,-0.557883,-0.565843,0.657881,0.83194,1.1511,-0.729327
7025,-0.136047,-0.652598,0.0351567,-0.622949,-0.560425,1.80093,-1.84817,-0.155994,-0.308583,-0.787039,-0.683022,-0.868686,-0.0983567,0.0352351,0.0104352,-0.191601,0.584384,-0.439068
7026,-0.949631,0.552381,-0.06613,1.8984,-0.765088,-0.337378,0.205958,1.48862,0.127881,-0.493285,-0.800134,-1.06215,-1.69277,-0.904458,-0.982188,-1.41707,0.506535,0.993907
7027,0.48033,-0.53992,-0.408136,-0.726478,1.23753,0.016729,1.28157,-0.561846,-0.381039,-0.473664,1.33828,1.41831,0.0927004,0.153495,0.393054,-1.01044,0.374414,-0.695556
7028,1.25141,-0.0363603,0.713373,-0.144386,2.46305,0.0928799,-1.06027,-0.483477,-0.418993,-0.31207,2.25789,2.22964,1.42556,0.895769,0.0260671,-0.354356,0.791697,-1.00605
7029,-0.484287,2.77148,-0.177471,0.562079,-0.800066,-0.552522,-0.60485,-0.048095,-0.139518,-0.802887,-0.141547,0.0360314,-0.530128,-0.710785,1.31858,0.262705,-1.11542,-0.161481
7033,-0.694111,-0.697671,-0.629794,2.46005,-0.800066,-0.768325,0.341513,0.403188,-0.33791,1.08859,0.185998,0.0249595,0.13393,-0.388223,-0.595232,0.0813422,-1.55787,-0.66034
7034,-1.20682,-0.0891996,-0.851452,4.49596,-1.66152,-0.625585,-0.72128,-0.15713,-0.418993,0.0776212,0.692517,1.04044,-2.24803,-1.96723,-2.46314,-1.62456,0.33722,-0.341717
7035,-0.613824,-0.292023,1.25425,0.753649,-0.082233,-0.839695,1.49489,0.0908488,-0.344811,0.953696,0.846052,0.740877,-0.369248,-1.08868,-1.41434,0.49076,-1.29618,-0.662761
7036,-0.628191,-0.427238,0.810959,0.0282953,-0.488705,-0.696955,-0.711823,0.105992,0.0485241,-0.210096,-0.182387,-0.162544,0.29496,-0.518015,0.363668,0.866059,-1.45023,-0.941394
7037,-0.846797,-0.652598,0.256815,-0.0515678,-0.27908,0.516303,0.67252,-0.335069,1.62704,0.5258,-0.176729,-0.199999,-1.62959,-0.778319,1.703,-0.259838,-0.768413,1.50751
7038,2.36327,0.000946531,-1.18394,-0.478385,1.59785,0.730413,-0.8623,-0.799603,-0.398291,-0.549225,0.10137,0.00567848,1.06383,1.98839,1.53221,-0.293957,0.50956,1.36194
7040,-0.783694,0.181234,0.0351567,0.903496,-0.775607,-0.268751,2.05308,0.043146,0.579872,1.57639,-0.735,-0.98128,-1.27735,-0.480188,-0.995056,1.34371,1.13075,1.67061
7041,0.573012,-0.877959,-0.740623,-0.0686477,0.0375791,-0.839695,1.17985,0.866965,-0.303407,1.07274,-0.0784202,-0.00596636,-0.195349,0.347574,1.1202,-0.157482,0.594645,-0.906973
7043,-0.0873117,2.16441,-1.62723,-0.935381,-0.560425,0.373564,-1.04283,3.14118,-0.196448,0.721353,-2.21474,-2.19278,-0.293502,1.5306,-0.223383,0.593116,0.910617,0.76781
7046,5.11443,1.71369,0.478473,-1.00363,1.25152,2.08641,1.58252,-1.14564,-0.353437,-1.442,-0.314451,-0.295182,1.33609,3.59567,1.35727,-0.157482,-0.988166,0.215096
7047,-0.685941,1.30804,-0.186501,0.401014,-0.782577,0.302194,0.177376,0.00907256,0.767914,0.499386,-1.01968,-0.929049,0.370355,-0.263321,1.1255,-0.328075,0.971758,-0.866457
7053,-0.666785,0.78971,-0.518965,-0.43232,-0.823786,-0.554215,-0.34698,0.460356,-0.418993,-0.0524646,0.056381,0.313373,-0.568935,-0.81825,0.582812,-0.191601,-1.70365,-0.456766
7054,0.257499,0.722101,-0.629794,-0.278998,0.463075,-0.0546409,0.11811,-0.787488,-0.375864,-0.487531,0.605652,0.305278,0.890942,0.866226,-0.213589,-0.90808,-0.466165,0.64852
7056,-0.17151,1.79779,-0.51154,-0.718517,1.40317,1.38365,-0.50187,0.336556,-0.363788,0.751539,0.16248,0.234072,0.135091,-0.224497,0.795667,0.948332,-1.5684,-0.666933
7057,-0.69488,0.937324,-0.06613,0.1831,-0.812165,-0.695936,1.30679,1.5348,0.0122959,1.10246,-0.824486,-0.783316,-0.534418,-0.660872,0.50604,-0.76573,-0.490347,-0.719517
7059,1.07558,1.12775,0.367644,-0.348657,0.764389,-0.411491,-1.34273,-1.01578,0.136507,-1.58425,0.809788,0.64218,0.67223,0.555363,-0.031243,-0.566899,-0.663327,0.172086
7060,5.22693,1.25434,-1.29104,-0.150175,0.751033,1.95734,-1.02896,-1.08696,0.717884,0.0523399,0.339328,0.389886,1.685,2.24482,1.34905,0.159861,1.16206,-0.815631
7061,-1.37415,0.631955,-0.408136,0.406152,-1.70576,-0.839695,-1.41314,15.8002,0.466011,-0.34886,-0.259921,-0.708864,-2.73501,-0.913592,0.318219,0.593116,-1.36237,-1.04914
7062,-0.980889,-0.494847,1.14342,0.629494,-0.796057,-0.0546409,1.15989,0.00982975,-0.303407,0.183935,-0.905982,-1.25549,-0.567673,-0.494027,-2.33765,-1.07867,0.593183,-0.581443
7063,-0.837218,-0.765281,0.478473,-0.70625,-1.05613,-0.696955,-0.692278,0.0128585,-0.418993,-0.0807646,-0.505679,-1.02419,0.103753,-1.14338,0.394394,0.934296,0.997094,-0.770218
7064,-0.607982,-0.851541,1.71558,0.0665804,0.332406,-0.480807,-0.995333,-0.457733,-0.194723,-0.322353,1.1056,0.785814,0.460887,-0.986589,-0.0609529,0.502675,-1.28869,-0.825019
7065,0.0586145,-0.353376,-0.06613,-0.0739309,0.0197766,0.236294,0.41507,-0.0636173,-0.418993,0.98709,0.352284,0.447958,0.281992,-0.00148477,0.223049,0.365555,-1.57412,-0.304624
7066,2.72667,0.429131,-0.0756723,-0.826352,2.27886,0.016729,-0.419276,-0.477798,-0.418993,-0.870902,2.62439,2.66455,0.87106,1.16897,0.654685,-0.396306,0.92734,0.122731
7070,3.55945,0.0315711,-1.51377,-0.345364,0.188892,0.164579,-0.223615,0.1041,-0.282706,0.7189,-0.623567,-0.415945,0.378278,2.68937,0.267203,-0.662886,-1.06383,-0.276613
7071,-0.730356,1.0181,-0.168371,-0.0312673,-0.813375,0.0256465,2.65225,-0.226034,0.188262,0.929547,-0.346474,0.127855,-1.11117,-0.807142,0.467176,0.480264,-1.42286,-0.907913
7073,-0.836408,-0.240159,-0.4002,1.49478,-0.826684,0.164579,0.575635,-0.343019,-0.418993,0.193934,-0.122871,0.2826,-0.0265462,-0.723221,1.30586,0.0570178,-1.16573,0.759124
7077,-0.581092,0.122143,1.82695,-0.586907,-0.738361,-0.911065,1.73027,0.0605613,-0.418993,0.85691,-0.73215,-0.925346,-0.832055,-0.383333,0.854358,-0.182945,1.02508,2.18727
7080,-0.885672,2.20948,0.0351567,1.26999,-0.562579,2.44326,-0.0430847,0.0639686,-0.329285,0.0146064,0.97642,0.901424,-0.986172,-0.896229,0.735294,0.354285,-0.573407,1.17879
7081,0.0138215,-0.855422,-0.0756723,-0.38032,0.29473,1.01588,0.254716,1.08579,0.17446,0.881059,0.000577405,0.340633,-0.139181,-0.44441,0.775986,0.354285,-1.21753,1.22191
7082,-1.03568,0.575022,0.156598,0.584659,-1.28159,0.308009,2.09511,0.829106,0.183086,-0.144628,-0.0323989,-0.153304,-1.1901,-1.43966,-0.620102,1.1883,-1.64362,-0.367136
7083,1.26742,-0.134268,-0.962281,-0.661849,1.07362,-0.625585,1.38728,-0.275251,-0.418993,1.23019,-0.0946364,0.196389,0.359656,1.05678,0.925746,-0.123363,0.775622,0.117184
7085,-0.814964,0.0685561,-1.07311,2.31925,-0.505925,0.302194,-1.71493,-0.470605,-0.325834,-0.045201,-0.061205,-0.0848467,-0.220984,-1.56538,-0.0250062,0.286055,-0.175937,-0.826853
7088,-0.560581,-0.855422,2.03003,-0.349272,-0.378764,0.230824,0.400148,-0.0390088,-0.0515348,1.09954,0.555653,0.479189,0.552581,-0.789446,0.434525,-1.86338,0.298119,0.166123
7091,-0.566939,-0.874187,-0.288835,-0.0100259,0.411181,0.0211653,0.270268,0.0404958,-0.344811,0.188557,0.00843806,0.190891,0.309443,-0.653491,0.786666,0.0913014,0.769683,-0.844411
7092,-0.847078,-0.427238,0.589301,0.442881,-0.562579,0.016729,-0.332269,0.259701,-0.123991,-1.3138,-0.388401,-0.433356,-0.289868,-1.04827,1.72612,0.0131048,-1.38686,0.158436
7093,-0.209573,-1.12586,0.256815,-0.254609,0.0432384,2.72873,-1.15905,-0.382772,-0.418993,-1.27418,-0.362959,-0.222563,0.145839,-0.315522,-0.0739595,1.07076,-1.49357,-0.793936
7094,-0.990391,-0.53453,0.936102,1.57547,-1.17445,0.0928799,0.610101,0.046932,0.153759,0.157522,0.037122,-0.121309,-1.26478,-1.20663,0.586931,0.296988,-1.43531,-0.895118
7096,-0.756587,-0.285445,1.93831,1.61861,0.0420283,-0.265678,-0.802613,-0.838219,-0.155044,0.0433782,0.00944317,0.184934,0.132769,-1.0487,1.45491,-1.03998,0.0861962,-0.357331
7097,1.75525,-0.647747,-1.17968,-0.727201,0.278931,-0.552522,0.863768,-0.128357,-0.365513,-0.396971,-1.04907,-1.18398,0.460079,1.69683,0.551651,0.194145,1.12576,-0.0624998
7098,-0.720028,-0.134268,1.69757,-0.973449,-0.814585,-0.696955,1.03169,0.656846,-0.33446,-0.745721,0.128132,-0.0362055,-0.478301,-0.825981,0.897515,-0.90808,0.631487,1.82533
7100,-0.387331,-0.337096,0.256815,-0.56288,-0.324746,0.302194,-0.524568,-0.854499,-0.356887,-0.414233,0.94992,0.851866,-0.291179,-0.926988,0.711677,0.0131048,0.964925,-0.179797
7101,-0.514099,0.293917,-0.518965,-0.777681,-0.612019,0.873153,-1.02244,-0.112834,0.00884555,-0.921653,-0.771105,-0.814738,0.403207,-0.647383,1.05741,-0.191601,0.809645,-0.366774
7103,-0.61805,-0.652598,0.478473,-0.546451,-1.23684,-0.625585,-1.9501,0.935491,1.86856,-1.94281,-1.72033,-1.77295,-0.0113563,-0.166373,0.313659,-1.38574,0.446941,0.801052
7104,-1.25189,-0.787817,-0.740623,1.10701,-1.3663,-0.768325,-1.51359,1.8161,0.291771,-0.0508609,-0.90301,-1.13702,-2.47678,-1.75364,0.527523,0.763703,-1.72605,1.13684
7105,-0.572976,1.8489,-0.851452,-0.831237,-0.318106,-0.554215,1.54343,0.659117,0.0381732,1.09001,-1.02787,-1.02064,-0.205644,-0.125354,0.309971,0.0472235,0.684417,-0.470997
7106,0.08284,2.20948,-0.962281,0.425657,0.638339,-0.0546409,0.15657,-0.77613,0.252092,-1.15239,0.0794589,0.154925,-0.341593,0.143327,-0.0426193,-0.0551255,-0.604943,-0.392049
7107,-0.444517,-1.10332,0.921765,-0.366135,-0.205733,-0.696955,0.607369,0.28961,-0.418993,-0.354709,-0.20584,0.168479,-0.882468,-0.548258,0.365905,0.115461,0.821613,-0.818199
7108,-0.79299,0.000946531,-0.0756723,-0.558537,-0.936435,-0.0546409,0.89277,0.816234,0.3349,0.877474,-1.2926,-1.39072,0.174049,-0.704234,-1.16613,0.388404,-1.17366,-0.142275
7110,-0.0856214,-0.607525,-0.29733,-0.649944,0.323566,-0.411491,-0.100249,0.87908,0.736861,-0.95118,-1.07384,-0.639147,0.00287405,0.0123173,0.482437,0.968415,-1.15623,2.24473
7111,2.72957,0.699564,-0.168371,-0.740373,2.62852,-0.550798,0.241896,-0.509979,-0.237852,0.0506418,0.187299,0.365947,1.10314,2.28414,0.177742,1.13474,1.04333,0.258013
7113,0.17524,-1.08078,0.921765,-0.729336,0.339665,1.4441,-0.0500202,-0.807932,-0.374139,-0.626578,0.988701,0.927004,0.994999,0.261144,0.985558,0.0813422,0.752009,-0.635878
7115,-0.284789,-0.24695,-1.4056,-0.00919365,0.58349,0.0880989,-0.853263,0.347535,-0.418993,-0.909012,-1.06186,-1.00404,0.190752,0.284302,0.540915,1.3096,-1.59727,0.339707
7116,4.61638,-0.194868,-0.177471,-0.317899,2.24043,1.6705,0.411918,-1.1676,-0.418993,-0.53366,2.68261,2.58494,0.443376,1.92038,0.848254,-0.217229,0.701883,0.435736
7118,-0.60988,-0.584993,-0.408136,0.0879664,-0.607302,-0.411491,0.655497,0.266138,1.50628,0.594003,-0.436848,-0.274679,-1.01463,-0.564459,0.101612,0.934296,1.09475,-0.355949
7119,-0.125624,-0.337096,-0.962281,2.0443,-0.80311,-0.197381,0.188725,0.743544,2.67938,1.27009,-0.515302,-0.345732,-1.12253,0.308622,0.647824,0.354285,0.981402,0.21758
7121,-0.298043,-0.551837,-0.0564947,1.01766,-1.37356,-0.33462,0.655497,-0.156751,0.195162,-1.90168,-0.521599,-0.0871378,-0.319843,0.238707,-0.34127,0.308029,0.725632,-0.936716
7122,-0.828486,-0.179341,0.367644,-0.302447,-0.851161,-0.696955,-0.776133,1.02484,0.371128,-1.31106,-0.98095,-1.10579,-0.394077,-0.740345,0.630232,0.456641,-1.50766,2.26887
7123,1.03289,-1.07798,-0.4002,-0.840211,0.269145,-0.767651,0.0605254,-0.058317,-0.322384,0.982939,0.227626,0.195358,0.838561,0.420257,0.957388,0.0913014,-1.68211,0.51798
7124,-0.771022,-0.489239,-0.51154,-0.442379,-0.558271,-0.193964,-0.491783,-0.610685,-0.418993,0.503631,1.07343,0.963428,0.272807,-1.27245,0.0459269,-0.080102,0.585596,-0.934891
7125,-0.263097,-0.630062,0.256815,0.729549,-0.218404,-0.197381,0.513006,-0.344534,-0.179196,0.759746,-0.599072,-0.676984,-0.246368,0.252859,1.10603,0.286055,-1.62008,-0.764445
7128,-0.537481,0.33899,-0.186501,-0.639775,-0.419464,-0.696955,-0.121055,1.04907,0.024372,0.986807,-0.618621,-0.623111,-0.771548,-0.382632,0.394132,1.27548,1.12971,-0.186736
7129,0.935852,-0.675135,1.58674,0.261588,0.700327,-0.554215,-0.453743,-0.301753,-0.418993,-0.091896,0.622144,0.421652,0.748987,0.485799,0.602184,0.695465,1.11218,0.39055
7131,0.211862,0.654491,1.91923,-0.774497,0.890258,-0.839695,1.65209,-0.988521,-0.291331,1.17859,2.00238,2.02144,0.996867,0.297292,1.05662,0.729584,1.05641,-0.603026
7135,0.634143,1.03761,-1.4056,0.430867,0.21473,1.15862,-1.22525,-0.751143,-0.344811,-0.405555,0.448341,0.398782,0.1796,0.583651,-0.0477344,1.00253,-1.56448,2.10452
7136,0.70626,-0.742744,-0.186501,-0.461015,0.924827,-0.0546409,0.625653,-0.0863329,-0.418993,0.311191,0.000818755,-0.0733162,0.993788,0.694308,-0.1068,-1.79515,-0.176883,-0.0105929
7137,-0.26845,-0.0441264,0.0351567,0.102079,-0.419399,0.659043,0.404772,0.305511,0.484988,-0.264715,-0.434618,-0.625097,0.252167,0.00711399,-1.10212,-1.3175,0.460351,0.375037
7140,1.4849,2.25455,-0.0756723,-0.478602,2.67774,-0.268751,-0.00798772,-1.04228,-0.418993,0.325246,1.71054,1.78614,1.69549,1.10852,-0.318038,0.115461,-1.16548,-0.757015
7141,-0.849614,0.56435,-0.29733,0.351547,-0.738361,-0.48286,-0.902861,2.34007,-0.318934,0.155352,-1.12269,-1.15313,-1.20897,-1.12946,0.700983,-0.498662,-0.74938,-0.0117843
7144,-0.709605,-0.179341,-0.851452,0.0255451,-0.371924,0.016729,1.19835,2.00275,1.1992,1.0651,0.544612,0.646419,-1.9348,-0.848807,0.276806,0.251936,-1.40066,0.152159
7145,-0.664813,-0.517384,0.70013,-0.360598,-0.218404,-0.126011,0.515948,-0.297209,-0.33791,-1.06391,0.198038,0.226016,0.197211,-0.50842,1.4139,0.0131048,0.958557,-0.913256
7146,-0.0377311,-0.292023,0.256815,0.341596,0.185591,0.230824,0.762259,-0.0719464,-0.368963,1.46404,0.783347,0.911694,-0.402049,-0.354345,1.39396,-0.498662,-0.246933,0.626782
7147,-1.02371,-0.201877,0.810959,0.541923,-0.978539,0.230824,1.52137,1.39586,-0.418993,0.883229,-0.604256,-0.596538,-1.46967,-1.03912,-0.0758816,1.37783,-1.64394,1.64529
7149,-0.421448,-0.511885,-0.956974,0.42591,-0.080172,1.24024,-0.936277,0.0348169,-0.0325581,0.842666,0.430628,0.232736,-0.150032,-0.585993,-0.593561,2.04533,-1.42799,-0.190399
7150,-0.449306,-0.292023,0.589301,-0.277949,0.0532804,0.159469,0.292545,0.788975,0.326274,0.712014,-0.335421,-0.374673,-0.0669182,-0.203148,0.387985,0.422523,0.890611,-0.366524
7151,-0.125906,-0.584993,-0.851452,-0.867749,-1.19213,-0.411491,0.060105,1.53518,0.255543,2.14758,-0.716306,-0.365853,-0.635396,-0.000377518,0.525582,1.139,1.16674,1.44374
7152,-0.956944,0.631955,1.03259,0.577567,0.0254193,-0.48286,-0.600857,0.876809,-0.418993,-0.78619,-0.51577,-0.307056,-0.793449,-0.740788,-0.503376,1.68489,-1.70164,0.51287
7153,-0.331552,-0.472311,0.256815,1.22516,-0.757471,-0.696955,-1.31163,-0.651951,0.155484,-1.60595,-1.12775,-0.76686,0.127672,0.0636696,-0.285307,-0.362194,0.816344,0.0764781
7157,0.232709,-0.0666629,0.256815,1.43583,0.498073,0.944523,-0.909586,-0.235499,-0.374139,0.516083,0.166937,0.122281,0.898057,-0.0237748,0.678929,0.422523,0.823003,-0.367197
7158,1.04065,2.3447,-0.962281,0.881821,0.771712,0.516303,2.04026,0.0488249,-0.418993,-0.378009,1.47395,1.81782,1.04995,1.33148,1.23196,-0.430425,-0.122554,6.16853
7159,0.0208642,-0.720208,-0.29733,-0.215853,0.559238,-0.696955,-0.302846,-1.05288,-0.368963,0.0247,0.639948,0.504121,2.03471,-0.346632,-0.292411,0.797821,0.891098,1.40516
7162,0.666257,1.2855,-1.29477,-0.567765,2.59977,-0.0546409,-1.0588,-0.455083,-0.272355,-1.50228,0.432666,0.418903,1.90436,0.420774,0.319478,-0.123363,-1.30104,-0.731258
7163,-0.434658,-0.900495,-0.629794,-0.0141873,-0.9476,0.801783,0.203016,-0.670502,-0.208524,-1.63085,-1.53455,-1.72598,0.073322,-0.317441,0.218647,0.0472235,0.729786,-0.72938
7164,-1.21599,-0.919473,0.602032,2.53318,-1.78631,0.0211653,-0.395318,0.0764622,1.66327,-0.217359,-1.08211,-1.34957,-2.20084,-0.696927,-0.0464235,1.70252,-1.41413,0.0810433
7165,-0.866516,-0.697671,1.69757,3.31795,-1.37356,-0.48286,1.40599,-0.288123,-0.418993,0.283928,0.467121,0.548219,-0.825696,-1.00209,0.827233,-0.123363,1.05941,0.314282
7166,-0.238877,-0.896832,-0.177471,-0.246756,-0.11636,-0.695936,0.277414,0.690541,0.357327,0.537497,-0.573874,-0.569201,0.432223,-0.0890215,1.5005,-0.285796,0.729163,0.722291
7167,-0.164781,0.902388,-0.29733,0.452181,0.526738,0.0880989,-0.711193,0.657224,-0.142968,-0.430742,0.386021,0.145151,-0.251617,-0.622491,0.302913,-1.01044,0.528106,-0.745389
7168,-0.739886,0.144788,-0.51154,0.799171,-1.69409,-0.265678,-0.00126245,1.15015,-0.33101,0.476652,-0.959608,-0.87407,-1.1853,-0.739644,0.05153,1.22259,-1.7099,-0.737417
7169,-0.376626,0.33899,0.256815,-0.105956,0.705662,-0.768325,1.29439,0.906339,-0.353437,0.457596,-0.307256,-0.133145,-0.743491,-0.14471,-0.513044,-0.123363,0.838557,-0.897769
7170,1.16009,-0.269487,-0.518965,-0.615892,0.37897,-0.340121,-0.0676738,-0.528909,-0.358612,0.0995065,0.224498,0.0966617,1.25408,1.11845,-0.604138,1.5143,-1.56869,0.209608
7171,0.9998,-1.05825,-0.408136,-0.212343,1.3941,0.302194,-0.0363595,-0.854499,-0.255103,0.474199,-0.527635,-0.376811,1.23763,1.28741,0.832223,-0.191601,0.788172,-0.78552
7172,0.512919,-1.12327,-0.51154,0.0671594,0.709896,0.881681,0.0857451,-0.285094,-0.418993,-0.913069,-0.867419,-0.304345,-0.550213,1.48544,0.601875,0.331272,1.11574,-0.524103
7173,-0.424039,1.0181,-1.73487,-0.280663,-0.175928,-0.33462,-1.08717,0.36495,2.324,-0.0233156,-0.296166,0.136408,0.383475,-0.321611,-0.385421,1.51365,-1.56442,-0.523346
7174,-0.645657,-0.201877,0.70013,-0.283449,-0.11009,-0.625585,-0.766255,-0.342262,-0.418993,0.200443,1.03587,1.06102,-0.524425,-1.37466,0.111863,1.07076,-1.62997,2.31798
7175,-0.0727235,-0.874187,0.490668,-0.35669,1.57113,-0.0505494,0.358747,-0.775751,-0.418993,-0.713742,1.44701,1.31278,1.06848,-0.234554,0.507085,0.399832,-1.51745,-1.01442
7178,-1.13442,-0.83289,-0.408136,-0.416398,-1.66152,0.516303,-0.742507,0.370629,1.66844,1.63554,-0.761995,-0.904232,-1.76171,-0.529788,-1.10065,0.627235,-1.34953,0.670402
7179,-0.41353,-1.17093,-0.629794,1.77016,-0.614983,-0.340121,-0.420747,1.40343,-0.284431,-0.955896,-0.847481,-0.927751,-0.267411,-0.428725,0.96849,0.217817,0.978039,0.671534
7181,0.0177654,-0.224414,-0.29733,-0.530493,0.477106,0.0880989,-0.0649418,-0.33734,-0.318934,0.622774,-0.233082,0.00911482,0.0897226,-0.121571,1.11554,-0.839842,0.0948061,0.170444
7182,-0.481139,-0.472311,-0.962281,0.797036,-0.305815,1.37273,-0.967171,-0.972999,-0.418993,0.595795,1.38499,1.37589,0.534312,-0.584351,0.144936,0.320174,-1.23991,1.32852
7183,-0.441982,-0.697671,-1.07311,-0.158534,1.19277,-0.839695,-1.80593,2.49075,0.623001,-1.33417,-1.06125,-1.09716,0.165419,-0.153512,0.130834,1.10488,-1.51297,1.60221
7184,-0.708196,0.879852,-0.518965,-0.526874,-0.296457,-0.554215,0.461516,-0.370278,-0.33791,0.545515,0.843452,1.14062,-0.40432,-0.920032,-0.132013,0.0472235,0.979378,-0.546472
7185,-0.558609,-0.0666629,0.0351567,0.36338,-0.765006,-0.197381,-0.923037,0.655331,-0.267179,-0.39414,-0.898776,-0.855743,-0.0497085,-0.725823,-3.14638,-1.65868,0.376482,0.122521
7187,-0.677897,-1.12327,1.38151,0.0745775,0.403962,-0.193964,1.24374,-0.488399,-0.418993,0.0430007,0.491629,0.473309,0.095224,-0.860763,0.356553,0.845489,-1.6628,0.147091
7188,-0.236617,0.384058,-0.29733,-0.528177,0.139627,-0.696955,-0.483586,-0.223762,-0.418993,0.410996,0.190767,0.432075,-0.0923003,-0.349215,0.395905,0.183699,1.05306,-0.745528
7189,-1.01948,-0.607525,2.91666,0.424643,-0.800066,-0.696955,-2.56126,4.59876,0.8904,-2.30194,-0.533358,-0.556105,-0.776948,-0.850523,-0.761107,1.65078,-1.53787,0.992819
7190,0.0741825,-0.738324,-0.51154,0.170145,-0.106911,-0.83935,-0.299273,0.532667,-0.418993,-0.356501,0.455704,0.387594,0.421827,0.109136,-0.141779,0.776929,1.13105,-0.157612
7193,-0.485647,0.0910926,-0.740623,-0.59447,0.141644,1.08725,-0.974527,0.180575,-0.353437,-0.131044,1.77174,1.63536,-0.528765,-1.08051,1.54752,0.388404,-1.68343,-0.179393
7194,-0.128159,-0.31456,0.256815,-0.38535,0.449378,-0.268751,0.159932,-0.822318,-0.367238,-0.109348,1.4114,1.2342,-0.301475,-0.387817,0.714302,-0.737493,0.404722,1.42969
7200,-1.18541,-0.675135,1.8084,0.48417,-0.851161,0.016729,0.240845,0.333906,-0.418993,-0.34886,0.552745,0.408785,-0.520438,-1.64328,-0.0689121,0.593116,0.87682,-0.876173
7201,-1.18851,-0.630062,2.03003,-0.0799016,-1.54383,-0.625585,0.994909,0.716285,-0.418993,1.26462,-1.48542,-1.73328,-1.65618,-1.32609,-1.22619,0.354285,-1.05774,-0.00879877
7202,0.109039,-0.630062,1.36508,0.156576,-0.0282685,0.0880989,-0.214368,-0.60652,-0.174021,0.114789,-0.843149,-0.623111,0.629285,0.0783576,0.717969,0.354285,-1.4104,-0.705789
7203,-0.60819,-1.01318,-0.0756723,1.21282,-0.194671,-0.126011,0.0514886,0.359271,-0.341361,0.506273,-0.226734,-0.496353,-0.442572,-0.677811,0.817683,0.217817,-1.70255,-0.824531
7204,-0.483393,-0.24695,0.256815,1.54888,-0.396036,-0.126011,0.115588,-0.1382,0.0588751,-0.191135,0.510671,0.334601,-0.834477,-0.783431,0.84531,-0.191601,-1.18401,0.542103
7205,5.16296,-0.194868,1.93831,-0.832431,0.662599,-0.480807,3.40737,-0.803767,-0.394841,0.550043,1.075,0.694679,-0.229462,3.23738,0.540516,1.25686,-1.59775,-0.757521
7206,-0.210418,-1.216,-0.518965,2.12131,-0.192516,0.159469,-0.557353,-0.858285,0.309022,0.720787,0.0707062,0.09586,-0.057884,-0.170949,0.481119,-0.737493,-0.411048,0.0478327
7207,-1.03948,-0.0666629,1.69757,1.40095,-0.676656,-0.911065,0.0290008,1.26411,1.17505,-0.893165,-0.4241,-0.734101,-2.18823,-1.18458,0.559603,0.593116,0.852272,1.48233
7208,0.180311,-0.697671,-0.0756723,-0.293039,0.0335589,-0.48286,-0.465302,0.0972849,-0.418993,0.890021,-0.681082,-0.7144,0.680708,0.0564918,-0.164602,-1.01044,0.265897,2.33437
7209,0.488499,-0.742744,-0.29733,-0.763641,0.626257,2.72873,-0.750914,-0.251778,-0.418993,0.727862,0.877812,0.628932,0.929648,-0.0681706,1.23168,0.183699,-1.37609,-0.894714
7210,-0.527311,-0.78361,2.27238,-0.978045,-0.795399,-0.911065,0.390691,0.00150072,-0.343086,0.476086,-1.65361,-1.73858,0.598907,0.331853,-0.919609,0.674085,-1.30004,-0.22863
7213,-0.931872,-0.923032,-0.629794,-0.127776,-1.55772,1.4441,-0.156573,0.58567,0.00194493,0.271477,-1.06225,-0.749603,-1.98203,-1.00142,-0.233474,1.24136,-1.5842,1.38049
7214,-0.309579,0.474204,-1.18394,-0.809417,0.417671,-0.625585,1.81854,0.204805,-0.418993,-0.0899151,-0.076691,0.175771,0.0461727,-0.0935608,1.56696,-0.430425,0.670358,-0.922706
7215,3.32571,2.99759,-1.73487,-0.82447,0.860312,-0.839006,1.67941,-0.692839,-0.38449,3.16072,-0.0747053,-0.336874,0.724663,3.36441,0.922745,-0.0364327,0.862615,-0.623019
7216,0.703982,0.325942,-0.51154,-1.04492,2.05289,-0.83935,-0.588668,-0.8704,-0.418993,-0.531113,2.24315,2.19886,1.32831,0.879844,0.393856,0.262705,0.956586,0.875857
7217,0.49019,-0.31456,0.589301,-0.900461,0.985248,-0.554215,1.39548,-0.948011,-0.381039,-1.12956,0.991105,0.857249,0.218104,0.160156,0.00314444,-0.191601,-0.918176,-0.95805
7218,-0.566497,-0.742744,-0.518965,0.00111942,-1.66636,-0.696955,-1.05397,0.722342,1.09569,-1.685,-1.3998,-1.5305,-0.54991,-0.0229816,-0.830277,0.661354,-1.028,0.0631751
7219,-0.561844,-0.828901,-0.734269,0.652255,0.332406,3.39153,-0.253248,1.66655,1.53906,0.954922,-0.251119,-0.210613,0.716286,-0.501722,-0.211418,-1.75989,0.309953,-0.143804
7220,-0.840317,-0.134268,0.810959,0.460287,-0.23383,0.944523,-1.50393,-0.553517,-0.32756,0.27242,1.27729,1.4553,-0.16497,-1.58743,0.0933106,-1.72692,-0.347242,-1.09059
